Model_ID,N_features,Features,Train_R2_CV,Val_R2_CV,Gap,CV_RMSE,Adj_R2,AIC,BIC,Test_R2,Test_RMSE,Unstable,Rank
288,5,"Monopole, Dipole_1, r2, r2_acc, Polar_acc",0.9832,0.9611,0.0221,2.434,0.9792,122.0,147.64,0.9896,1.3227,Scaffold_BX-6,55
49,3,"Monopole, Dipole_1, r2",0.9832,0.9611,0.0221,2.434,0.9799,118.0,138.98,0.9896,1.3227,Scaffold_BX-6,56
399,6,"Monopole, Dipole_1, Q_0, r2, r2_acc, Polar_acc",0.9877,0.961,0.0267,2.3232,0.9843,101.52,129.49,0.9914,1.1987,"Q_0, Scaffold_BX-6",57
267,5,"Monopole, Dipole_1, Q_0, r2, Polar_acc",0.9877,0.961,0.0267,2.3232,0.9846,99.52,125.16,0.9914,1.1987,"Q_0, Scaffold_BX-6",58
132,4,"Monopole, Dipole_1, Q_0, r2",0.9877,0.961,0.0267,2.3232,0.9848,97.52,120.83,0.9914,1.1987,"Q_0, Scaffold_BX-6",59
265,5,"Monopole, Dipole_1, Q_0, r2, r2_acc",0.9877,0.961,0.0267,2.3232,0.9846,99.52,125.16,0.9914,1.1987,"Q_0, Scaffold_BX-6",60
275,5,"Monopole, Dipole_1, Q_2, r2, r2_acc",0.9858,0.9563,0.0296,2.766,0.9812,114.48,140.12,0.9899,1.3046,"Q_2, Scaffold_BX-6, Scaffold_Benzene",61
409,6,"Monopole, Dipole_1, Q_2, r2, r2_acc, Polar_acc",0.9858,0.9563,0.0296,2.766,0.9809,116.48,144.45,0.9899,1.3046,"Q_2, Scaffold_BX-6, Scaffold_Benzene",62
137,4,"Monopole, Dipole_1, Q_2, r2",0.9858,0.9563,0.0296,2.766,0.9815,112.48,135.79,0.9899,1.3046,"Q_2, Scaffold_BX-6, Scaffold_Benzene",63
277,5,"Monopole, Dipole_1, Q_2, r2, Polar_acc",0.9858,0.9563,0.0296,2.766,0.9812,114.48,140.12,0.9899,1.3046,"Q_2, Scaffold_BX-6, Scaffold_Benzene",64
